$contributor.employer.matched
                                             (Intercept) cycle2020    cycle2024
Doximity, Inc.                              -0.540594075 0.1212588 -0.004727353
DRI CORP                                    -0.383805222 0.1212588 -0.004727353
DROPBOX, INC.                               -0.560864464 0.1212588 -0.004727353
DRS COMMUNICATIONS CO LLC                   -0.518419019 0.1212588 -0.004727353
DRS TECHNOLOGIES INC                         0.041182549 0.1212588 -0.004727353
DRS TEST & ENERGY MANAGEMENT INC             1.628203621 0.1212588 -0.004727353
DSC Holdings Ltd.                           -0.233688523 0.1212588 -0.004727353
DSP COMMUNICATIONS INC                      -0.531922669 0.1212588 -0.004727353
DUCK CREEK TECHNOLOGIES, INC.               -0.584816570 0.1212588 -0.004727353
Duolingo, Inc.                              -0.580469886 0.1212588 -0.004727353
DYNAMIC MEDIA INC                           -0.591237276 0.1212588 -0.004727353
DYNATEC INTERNATIONAL INC                   -0.476750828 0.1212588 -0.004727353
Dynatrace, Inc.                             -0.513608330 0.1212588 -0.004727353
DZS INC.                                    -0.679370446 0.1212588 -0.004727353
E DIGITAL CORP                              -0.528081384 0.1212588 -0.004727353
E SYSTEMS INC                               -0.588487512 0.1212588 -0.004727353
E2open Inc                                  -0.443550718 0.1212588 -0.004727353
E3 CORP                                     -0.553301492 0.1212588 -0.004727353
EAGLE POINT SOFTWARE CORP                   -0.583581284 0.1212588 -0.004727353
EARTHWATCH INC                              -0.432618450 0.1212588 -0.004727353
EBIX INC                                    -0.527897792 0.1212588 -0.004727353
ECHELON CORP                                -0.572052563 0.1212588 -0.004727353
ECI TELECOM LTD/                            -0.448649498 0.1212588 -0.004727353
Ecoss Inc.                                  -0.616013490 0.1212588 -0.004727353
ECST Holdings Ltd                           -0.234577517 0.1212588 -0.004727353
EdgeWave, Inc.                              -0.659246210 0.1212588 -0.004727353
EDIFY CORP                                  -0.205449478 0.1212588 -0.004727353
EDO CORP                                    -0.471289246 0.1212588 -0.004727353
EDOCS INC                                   -0.624129392 0.1212588 -0.004727353
EF Johnson Technologies, Inc.               -0.562756124 0.1212588 -0.004727353
EGAIN Corp                                  -0.618209624 0.1212588 -0.004727353
Egenera, Inc.                               -0.614799159 0.1212588 -0.004727353
EIDOS PLC                                   -0.591271294 0.1212588 -0.004727353
ELCO Management Co., LLC                    -0.489287134 0.1212588 -0.004727353
ELECSYS CORP                                -0.799259618 0.1212588 -0.004727353
ELECTRONIC ARTS INC.                        -0.604012885 0.1212588 -0.004727353
ELECTRONICS FOR IMAGING INC                 -0.564899663 0.1212588 -0.004727353
ELLIE MAE INC                               -0.564909947 0.1212588 -0.004727353
EMAGIN CORP                                 -0.639464482 0.1212588 -0.004727353
EMBARCADERO TECHNOLOGIES INC                -0.242288286 0.1212588 -0.004727353
EMC CORP                                    -0.537804215 0.1212588 -0.004727353
EMCORE CORP                                 -0.434679616 0.1212588 -0.004727353
eMedia Group Inc.                           -0.443128049 0.1212588 -0.004727353
EMR Technology Solutions, Inc.              -0.526752151 0.1212588 -0.004727353
EMS TECHNOLOGIES INC                        -0.607417675 0.1212588 -0.004727353
Endava plc                                  -0.654952893 0.1212588 -0.004727353
Energous Corp                               -0.721722254 0.1212588 -0.004727353
ENERNOC INC                                 -0.492282785 0.1212588 -0.004727353
Enfusion, Inc.                              -0.592124966 0.1212588 -0.004727353
EngageSmart, Inc.                           -0.539100763 0.1212588 -0.004727353
ENOVA SYSTEMS INC                           -0.640357546 0.1212588 -0.004727353
Enphase Energy, Inc.                        -0.550091343 0.1212588 -0.004727353
ENTERPRISE ELECTRONICS CORP                 -0.256306660 0.1212588 -0.004727353
ENTERPRISE ENERGY, INC.                     -0.555639935 0.1212588 -0.004727353
ENTERWORKS INC                              -0.592721497 0.1212588 -0.004727353
ENTRATA, INC.                               -0.493647224 0.1212588 -0.004727353
ENTRUST INC                                 -0.189792126 0.1212588 -0.004727353
ENTWISTLE CO                                -0.587833158 0.1212588 -0.004727353
ENVIVIO INC                                 -0.393184407 0.1212588 -0.004727353
EPAM Systems, Inc.                          -0.448458914 0.1212588 -0.004727353
Epazz Inc                                   -0.541048404 0.1212588 -0.004727353
EPIC RESEARCH CO INC                        -0.443341107 0.1212588 -0.004727353
EPICOR SOFTWARE CORP                        -0.527250122 0.1212588 -0.004727353
Epicor, Inc.                                -0.565832533 0.1212588 -0.004727353
EPIQ SYSTEMS INC                            -0.594783805 0.1212588 -0.004727353
ESCO TECHNOLOGIES INC                       -0.688140949 0.1212588 -0.004727353
ESIM LTD                                    -0.548687164 0.1212588 -0.004727353
ESL Ltd                                     -0.684603887 0.1212588 -0.004727353
ESOFT INC                                   -0.553157845 0.1212588 -0.004727353
ESPEY MFG & ELECTRONICS CORP                -0.231688450 0.1212588 -0.004727353
ESS TECHNOLOGY INC                          -0.562218991 0.1212588 -0.004727353
ETOTALSOURCE INC                            -0.599190912 0.1212588 -0.004727353
Eventbrite, Inc.                            -0.611801060 0.1212588 -0.004727353
EVERBRIDGE, INC.                            -0.573742726 0.1212588 -0.004727353
EverCommerce Inc.                           -0.614231716 0.1212588 -0.004727353
EverQuote, Inc.                             -0.564322938 0.1212588 -0.004727353
EVERSPIN TECHNOLOGIES INC.                  -0.553311673 0.1212588 -0.004727353
EXA CORP                                    -0.259329180 0.1212588 -0.004727353
ExactTarget, Inc.                           -0.531448085 0.1212588 -0.004727353
EXAR CORP                                   -0.665599760 0.1212588 -0.004727353
EXCELON CORP                                -0.123656736 0.1212588 -0.004727353
EXCITE INC                                  -0.726366008 0.1212588 -0.004727353
EXE TECHNOLOGIES INC                         0.163671860 0.1212588 -0.004727353
Exelis Inc.                                 -0.291810068 0.1212588 -0.004727353
Expensify, Inc.                             -0.545172983 0.1212588 -0.004727353
Exponential Interactive, Inc.               -0.529022292 0.1212588 -0.004727353
EXRO TECHNOLOGIES INC.                      -0.570987132 0.1212588 -0.004727353
EXTREME NETWORKS INC                        -0.505725827 0.1212588 -0.004727353
Exyn Technologies, Inc.                     -0.541814288 0.1212588 -0.004727353
F5, INC.                                    -0.543188228 0.1212588 -0.004727353
Fabrinet                                    -0.279584590 0.1212588 -0.004727353
FACTSET RESEARCH SYSTEMS INC                -0.621094751 0.1212588 -0.004727353
FAIRCHILD SEMICONDUCTOR CORP                -0.647350261 0.1212588 -0.004727353
FALCONSTOR SOFTWARE INC                     -0.553220725 0.1212588 -0.004727353
Fastly, Inc.                                -0.622993704 0.1212588 -0.004727353
FDP CORP                                    -0.577320934 0.1212588 -0.004727353
Figma, Inc.                                 -0.578667744 0.1212588 -0.004727353
FILETEK INC                                 -0.499744743 0.1212588 -0.004727353
FINISAR CORP                                -0.569944654 0.1212588 -0.004727353
FIRECOM INC                                 -0.609358800 0.1212588 -0.004727353
FIRST ALERT INC                             -0.538553839 0.1212588 -0.004727353
FIRST SOLAR, INC.                           -0.610557057 0.1212588 -0.004727353
FITBIT, INC.                                -0.538847540 0.1212588 -0.004727353
FLEX LTD.                                   -0.431275467 0.1212588 -0.004727353
Flutter Entertainment plc                   -0.521820167 0.1212588 -0.004727353
FORCE10 NETWORKS INC                        -0.625908242 0.1212588 -0.004727353
FORECROSS CORP                              -0.501586771 0.1212588 -0.004727353
FORESCOUT TECHNOLOGIES, INC                 -0.605294455 0.1212588 -0.004727353
ForgeRock, Inc.                             -0.534855738 0.1212588 -0.004727353
FORMFACTOR INC                              -0.327253142 0.1212588 -0.004727353
Fortinet, Inc.                              -0.581944312 0.1212588 -0.004727353
Frankly Inc                                 -0.640178257 0.1212588 -0.004727353
FREESCALE SEMICONDUCTOR INC                 -0.544351022 0.1212588 -0.004727353
Freeze Tag, Inc.                            -0.622608396 0.1212588 -0.004727353
Freshworks Inc.                             -0.596577402 0.1212588 -0.004727353
FriendFinder Networks Inc.                  -0.654257651 0.1212588 -0.004727353
FSONA SYSTEMS CORP.                         -0.633587762 0.1212588 -0.004727353
FTC Solar, Inc.                             -0.538014636 0.1212588 -0.004727353
FTP SOFTWARE INC                            -0.462084797 0.1212588 -0.004727353
FULCRUM TECHNOLOGIES INC                    -0.467084118 0.1212588 -0.004727353
Full Spectrum Inc.                          -0.395142446 0.1212588 -0.004727353
Function(x) Inc.                            -0.494001123 0.1212588 -0.004727353
FUNDTECH LTD                                -0.672380926 0.1212588 -0.004727353
Fusemachines Inc.                           -0.651805236 0.1212588 -0.004727353
Fusion Connect, Inc.                        -0.508034585 0.1212588 -0.004727353
FUSION-IO, INC.                             -0.701733079 0.1212588 -0.004727353
FWT INC                                     -0.532049617 0.1212588 -0.004727353
GAMES INC                                   -0.534035552 0.1212588 -0.004727353
GAN Ltd                                     -0.580347121 0.1212588 -0.004727353
GARMIN LTD                                  -0.629575671 0.1212588 -0.004727353
GATEWAY INC                                 -0.458347935 0.1212588 -0.004727353
Gawk Inc.                                   -0.516757036 0.1212588 -0.004727353
GBC INTERNATIONAL INC                       -0.472384132 0.1212588 -0.004727353
GCT SEMICONDUCTOR INC                       -0.528492544 0.1212588 -0.004727353
GDC Technology Ltd                          -0.315519570 0.1212588 -0.004727353
GDS Holdings Ltd                            -0.206319126 0.1212588 -0.004727353
GEM SOLUTIONS, INC.                         -0.579322353 0.1212588 -0.004727353
Gen Digital Inc.                            -0.470325424 0.1212588 -0.004727353
GENERAL MICROWAVE CORP                      -0.191867358 0.1212588 -0.004727353
GENESYS TELECOMMUNICATIONS LABORATORIES INC -0.594153496 0.1212588 -0.004727353
GENICOM CORP                                -0.408652019 0.1212588 -0.004727353
Genius Group Ltd                            -0.541072659 0.1212588 -0.004727353
GetGo, Inc.                                 -0.562612242 0.1212588 -0.004727353
Gitlab Inc.                                 -0.580918759 0.1212588 -0.004727353
Glimpse Group, Inc.                         -0.573527720 0.1212588 -0.004727353
GLOBAL INNOVATION CORP.                     -0.566734612 0.1212588 -0.004727353
Global Tech Solutions, Inc.                 -0.451094427 0.1212588 -0.004727353
GLOBAL TECHNOLOGIES LTD                     -0.742740246 0.1212588 -0.004727353
GLOBALFOUNDRIES Inc.                        -0.582725675 0.1212588 -0.004727353
